Permutation,BlockType,ShaderType,SPF1,SPF1_int,SPF1_hex,SPF1_flags_strict,SPF2,SPF2_int,SPF2_hex,SPF2_flags_strict,Occurrences,UniqueNifs,Meshes_total,Meshes_unique,trees,architecture,actors,decals,other,DominantClass,ExampleNifs,TopMaterials,SummaryCount,Delta_MapMinusSummary
BSLightingShaderProperty|Default|SPF1=2151677955|SPF2=177,BSLightingShaderProperty,Default,2151677955,2151677955,0x80400003,"Specular, Skinned, Own_Emit, ZBuffer_Test",177,177,0x000000B1,"ZBuffer_Write, Double_Sided, Vertex_Colors, Transform_Changed",3,3,3,3,0,0,3,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\MirelurkKing\CharacterAssets\Mirelurk_King_MeshDirt.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\YaoGuai\CharacterAssets\YaoGuai.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\YaoGuai\CharacterAssets\YaoGuaiShaggy.nif,,3,0
BSLightingShaderProperty|Default|SPF1=2151677955|SPF2=129,BSLightingShaderProperty,Default,2151677955,2151677955,0x80400003,"Specular, Skinned, Own_Emit, ZBuffer_Test",129,129,0x00000081,"ZBuffer_Write, Transform_Changed",3,3,3,3,0,0,3,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Molerat\CharacterAssets\Broodmother.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Molerat\CharacterAssets\Broodmother01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Molerat\CharacterAssets\Molerat.nif,,3,0
BSEffectShaderProperty|Default|SPF1=2684354706|SPF2=1073741952,BSEffectShaderProperty,Default,2684354706,2684354706,0xA0000092,"Skinned, GreyscaleToPalette_Color, Environment_Mapping, External_Emittance, ZBuffer_Test",1073741952,1073741952,0x40000080,"Transform_Changed, Effect_Lighting",3,3,3,3,0,0,3,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Mosquito\CharacterAssets\BloodBugAdultBase.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Mosquito\CharacterAssets\BloodBugJuviBase.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Mosquito\CharacterAssets\BloodBugTeenBase.nif,,3,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2688549523|SPF2=161,BSLightingShaderProperty,EnvironmentMap,2688549523,2688549523,0xA0400293,"Specular, Skinned, GreyscaleToPalette_Color, Environment_Mapping, Cast_Shadows, Own_Emit, External_Emittance, ZBuffer_Test",161,161,0x000000A1,"ZBuffer_Write, Vertex_Colors, Transform_Changed",3,3,3,3,0,0,3,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Mosquito\CharacterAssets\BloodBugAdultBase.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Mosquito\CharacterAssets\BloodBugJuviBase.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Mosquito\CharacterAssets\BloodBugTeenBase.nif,,3,0
BSEffectShaderProperty|Default|SPF1=2684354706|SPF2=1073741984,BSEffectShaderProperty,Default,2684354706,2684354706,0xA0000092,"Skinned, GreyscaleToPalette_Color, Environment_Mapping, External_Emittance, ZBuffer_Test",1073741984,1073741984,0x400000A0,"Vertex_Colors, Transform_Changed, Effect_Lighting",3,3,3,3,0,0,3,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Mosquito\CharacterAssets\BloodBugAdultBase.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Mosquito\CharacterAssets\BloodBugJuviBase.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Mosquito\CharacterAssets\BloodBugTeenBase.nif,,3,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2688549523|SPF2=33,BSLightingShaderProperty,EnvironmentMap,2688549523,2688549523,0xA0400293,"Specular, Skinned, GreyscaleToPalette_Color, Environment_Mapping, Cast_Shadows, Own_Emit, External_Emittance, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",3,3,3,3,0,0,3,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Mosquito\CharacterAssets\MosquitoButtAdult.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Mosquito\CharacterAssets\MosquitoButtJuvi.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Mosquito\CharacterAssets\MosquitoButtTeen.nif,,3,0
BSEffectShaderProperty|Default|SPF1=2684354752|SPF2=1073741825,BSEffectShaderProperty,Default,2684354752,2684354752,0xA00000C0,"Use_Falloff, Environment_Mapping, External_Emittance, ZBuffer_Test",1073741825,1073741825,0x40000001,"ZBuffer_Write, Effect_Lighting",3,3,3,3,0,3,0,0,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Hightech\Lobby\HitExtLobbySmAEntrance45Long02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Hightech\Lobby\HitExtLobbySmAPanelWindowCornerC01Interior.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Hightech\Lobby\HitExtLobbySmAPanelWindowCornerD01Interior.nif,,3,0
BSLightingShaderProperty|GlowShader|SPF1=2688549385|SPF2=65,BSLightingShaderProperty,GlowShader,2688549385,2688549385,0xA0400209,"Specular, Vertex_Alpha, Cast_Shadows, Own_Emit, External_Emittance, ZBuffer_Test",65,65,0x00000041,"ZBuffer_Write, Glow_Map",3,3,3,3,0,3,0,0,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\HighTech\Animated\MassFusionElevator01\HitElevatorShaft01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\HighTech\Animated\MassFusionElevator01\HitElevatorShaft02.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\HighTech\Animated\MassFusionElevator01\HitElevatorShaft03.nif,,3,0
BSLightingShaderProperty|Default|SPF1=2151710720|SPF2=57,BSLightingShaderProperty,Default,2151710720,2151710720,0x80408000,"Refraction, Own_Emit, ZBuffer_Test",57,57,0x00000039,"ZBuffer_Write, No_Fade, Double_Sided, Vertex_Colors",3,3,3,3,0,3,0,0,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Vault\Doors\VltGearDoor\VltGearDoor114.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Vault\Doors\VltGearDoor\VltGearDoor75.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Vault\Doors\VltGearDoor\VltGearDoor95.nif,,3,0
BSEffectShaderProperty|Default|SPF1=2684354760|SPF2=1073741856,BSEffectShaderProperty,Default,2684354760,2684354760,0xA00000C8,"Vertex_Alpha, Use_Falloff, Environment_Mapping, External_Emittance, ZBuffer_Test",1073741856,1073741856,0x40000020,"Vertex_Colors, Effect_Lighting",3,2,3,2,0,2,0,0,1,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\DrinkingHandWaterAnimObject.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Institute\Main\Doors\InsHelixDoor01.nif,,3,0
BSEffectShaderProperty|Default|SPF1=3221225560|SPF2=48,BSEffectShaderProperty,Default,3221225560,3221225560,0xC0000058,"Vertex_Alpha, GreyscaleToPalette_Color, Use_Falloff, Soft_Effect, ZBuffer_Test",48,48,0x00000030,"Double_Sided, Vertex_Colors",3,2,3,2,0,0,2,1,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MQ203CharacterFadeFX.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\LibertyPrime\LibertyPrimeLaserProjectile.nif,,3,0
BSEffectShaderProperty|Default|SPF1=3758096448|SPF2=1073741840,BSEffectShaderProperty,Default,3758096448,3758096448,0xE0000040,"Use_Falloff, External_Emittance, Soft_Effect, ZBuffer_Test",1073741840,1073741840,0x40000010,"Double_Sided, Effect_Lighting",3,2,3,2,0,2,0,0,1,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\MemoryLounger01LoadScreenArt01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Furniture\MemoryLounge\MemoryLounger01.nif,,3,0
BSEffectShaderProperty|Default|SPF1=2147549376|SPF2=0,BSEffectShaderProperty,Default,2147549376,2147549376,0x800100C0,"Use_Falloff, Environment_Mapping, Fire_Refraction, ZBuffer_Test",0,0,0x00000000,,3,2,3,2,0,2,0,0,1,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LoadScreens\SynthProduction01LS.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Institute\Main\SynthLab\InsSynthProduction\InsSynthProduction.nif,,3,0
BSLightingShaderProperty|SkinTint|SPF1=2153775617|SPF2=17,BSLightingShaderProperty,SkinTint,2153775617,2153775617,0x80600201,"Specular, Cast_Shadows, Skin_Tint, Own_Emit, ZBuffer_Test",17,17,0x00000011,"ZBuffer_Write, Double_Sided",3,1,3,1,0,0,0,0,3,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\CreatureDogMeatDown.nif,,3,0
BSEffectShaderProperty|Default|SPF1=3221225522|SPF2=48,BSEffectShaderProperty,Default,3221225522,3221225522,0xC0000032,"Skinned, GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, Soft_Effect, ZBuffer_Test",48,48,0x00000030,"Double_Sided, Vertex_Colors",3,1,3,1,0,0,3,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\LibertyPrime\LibertyPrimeHeadShoot01.nif,,3,0
BSEffectShaderProperty|Default|SPF1=3758096464|SPF2=1073742000,BSEffectShaderProperty,Default,3758096464,3758096464,0xE0000050,"GreyscaleToPalette_Color, Use_Falloff, External_Emittance, Soft_Effect, ZBuffer_Test",1073742000,1073742000,0x400000B0,"Double_Sided, Vertex_Colors, Transform_Changed, Effect_Lighting",3,1,3,1,0,0,0,0,3,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SCOL\Fallout4.esm\CM002390B7.NIF,,3,0
BSEffectShaderProperty|Default|SPF1=3422552128|SPF2=48,BSEffectShaderProperty,Default,3422552128,3422552128,0xCC000040,"Use_Falloff, Decal, Dynamic_Decal, Soft_Effect, ZBuffer_Test",48,48,0x00000030,"Double_Sided, Vertex_Colors",3,1,3,1,0,0,0,0,3,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\LightFixtures\WallEmergencyLight01FlashOmni.nif,,3,0
BSLightingShaderProperty|Default|SPF1=2151677955|SPF2=145,BSLightingShaderProperty,Default,2151677955,2151677955,0x80400003,"Specular, Skinned, Own_Emit, ZBuffer_Test",145,145,0x00000091,"ZBuffer_Write, Double_Sided, Transform_Changed",3,1,3,1,0,0,3,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Dogmeat\CharacterAssets\Dogmeat.nif,,3,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2151678851|SPF2=33,BSLightingShaderProperty,EnvironmentMap,2151678851,2151678851,0x80400383,"Specular, Skinned, Environment_Mapping, RGB_Falloff, Cast_Shadows, Own_Emit, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",3,1,3,1,0,0,3,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Robot\CharacterAssets\MrHandy.nif,,3,0
BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=17,BSLightingShaderProperty,Default,2353004544,2353004544,0x8C400000,"Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",17,17,0x00000011,"ZBuffer_Write, Double_Sided",2,2,2,2,0,0,0,0,2,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\BabyBundledRight.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\FactionBoS09.nif,,2,0
BSLightingShaderProperty|Default|SPF1=2353004544|SPF2=0,BSLightingShaderProperty,Default,2353004544,2353004544,0x8C400000,"Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",0,0,0x00000000,,2,2,2,2,0,0,0,0,2,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\PipBoy.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\AnimObjects\NpcPipboyGroundTake01\NpcPipboyGroundTake01.nif,,2,0
BSEffectShaderProperty|Default|SPF1=2147483658|SPF2=160,BSEffectShaderProperty,Default,2147483658,2147483658,0x8000000A,"Skinned, Vertex_Alpha, ZBuffer_Test",160,160,0x000000A0,"Vertex_Colors, Transform_Changed",2,2,2,2,0,0,1,1,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\1stPersonVault111ExitIdleLookUpInElevatorFX.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\PowerArmor\CharacterAssets\Frame_CoreMeltdownGlow.nif,,2,0
BSLightingShaderProperty|Default|SPF1=2151710721|SPF2=49,BSLightingShaderProperty,Default,2151710721,2151710721,0x80408001,"Specular, Refraction, Own_Emit, ZBuffer_Test",49,49,0x00000031,"ZBuffer_Write, Double_Sided, Vertex_Colors",2,2,2,2,0,0,0,2,0,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\BubblesSurface01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\BubblesSurfaceLite.nif,,2,0
BSEffectShaderProperty|Default|SPF1=2684354568|SPF2=1073741856,BSEffectShaderProperty,Default,2684354568,2684354568,0xA0000008,"Vertex_Alpha, External_Emittance, ZBuffer_Test",1073741856,1073741856,0x40000020,"Vertex_Colors, Effect_Lighting",2,2,2,2,0,0,1,1,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\CA-PowerArmorVisorGlass01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\RadRoach\CharacterAssets\RadRoachReplaceBody.nif,,2,0
BSEffectShaderProperty|Default|SPF1=3221225824|SPF2=48,BSEffectShaderProperty,Default,3221225824,3221225824,0xC0000160,"GreyscaleToPalette_Alpha, Use_Falloff, RGB_Falloff, Soft_Effect, ZBuffer_Test",48,48,0x00000030,"Double_Sided, Vertex_Colors",2,2,2,2,0,0,0,1,1,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ExplosionNuke01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Ammo\GaussRifleAmmo\ProjectileGauss.nif,,2,0
BSEffectShaderProperty|Default|SPF1=3221225576|SPF2=48,BSEffectShaderProperty,Default,3221225576,3221225576,0xC0000068,"Vertex_Alpha, GreyscaleToPalette_Alpha, Use_Falloff, Soft_Effect, ZBuffer_Test",48,48,0x00000030,"Double_Sided, Vertex_Colors",2,2,2,2,0,0,0,2,0,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ExplosionOilTrap01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\LaserBeamLoopRed.nif,,2,0
BSLightingShaderProperty|Default|SPF1=2151711496|SPF2=48,BSLightingShaderProperty,Default,2151711496,2151711496,0x80408308,"Vertex_Alpha, RGB_Falloff, Cast_Shadows, Refraction, Own_Emit, ZBuffer_Test",48,48,0x00000030,"Double_Sided, Vertex_Colors",2,2,2,2,0,0,0,2,0,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FXRadEffects.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\FXRadEffects02.nif,,2,0
BSLightingShaderProperty|Default|SPF1=2151711233|SPF2=48,BSLightingShaderProperty,Default,2151711233,2151711233,0x80408201,"Specular, Cast_Shadows, Refraction, Own_Emit, ZBuffer_Test",48,48,0x00000030,"Double_Sided, Vertex_Colors",2,2,2,2,0,0,0,2,0,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\GlowingSeaMirageEffect01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\SaugusSmokeMirage.nif,,2,0
BSEffectShaderProperty|Default|SPF1=2684354616|SPF2=1073741872,BSEffectShaderProperty,Default,2684354616,2684354616,0xA0000038,"Vertex_Alpha, GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, External_Emittance, ZBuffer_Test",1073741872,1073741872,0x40000030,"Double_Sided, Vertex_Colors, Effect_Lighting",2,2,2,2,0,0,0,2,0,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\HandyHoverPickFX.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\HoverPickFX.nif,,2,0
BSLightingShaderProperty|Default|SPF1=4194320|SPF2=33,BSLightingShaderProperty,Default,4194320,4194320,0x00400010,"GreyscaleToPalette_Color, Own_Emit",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",2,2,2,2,0,0,0,1,1,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\InstituteWaterfallBlocker.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Water\UNIQUE_OldGulletFX.nif,,2,0
BSLightingShaderProperty|Default|SPF1=2151776768|SPF2=33,BSLightingShaderProperty,Default,2151776768,2151776768,0x80418200,"Cast_Shadows, Refraction, Fire_Refraction, Own_Emit, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",2,2,2,2,0,0,0,2,0,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MirelurkKingShiftFXS.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\ShaderParticles\MirelurkKingShiftFXS.nif,,2,0
BSEffectShaderProperty|Default|SPF1=3221225472|SPF2=33,BSEffectShaderProperty,Default,3221225472,3221225472,0xC0000000,"Soft_Effect, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",2,2,2,2,0,0,0,1,1,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MoltenIronPlane01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\SetDressing\Industrial\FoundrySmeltingPot01Molten.nif,,2,0
BSLightingShaderProperty|Default|SPF1=2151710720|SPF2=41,BSLightingShaderProperty,Default,2151710720,2151710720,0x80408000,"Refraction, Own_Emit, ZBuffer_Test",41,41,0x00000029,"ZBuffer_Write, No_Fade, Vertex_Colors",2,2,2,2,0,1,0,1,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\MS09PushAlienExplosion.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Interiors\Vault\Doors\VltGearDoor\VltGearDoor01.nif,,2,0
BSEffectShaderProperty|Default|SPF1=3758096432|SPF2=1073741857,BSEffectShaderProperty,Default,3758096432,3758096432,0xE0000030,"GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, External_Emittance, Soft_Effect, ZBuffer_Test",1073741857,1073741857,0x40000021,"ZBuffer_Write, Vertex_Colors, Effect_Lighting",2,2,2,2,0,0,0,1,1,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\TestLitParticles.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Water\UNIQUE_OldGulletFX.nif,,2,0
BSEffectShaderProperty|Default|SPF1=2147483824|SPF2=48,BSEffectShaderProperty,Default,2147483824,2147483824,0x800000B0,"GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, Environment_Mapping, ZBuffer_Test",48,48,0x00000030,"Double_Sided, Vertex_Colors",2,2,2,2,0,0,0,2,0,decals,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\WaterSplashDrips.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Effects\WaterSplashSmall.nif,,2,0
BSLightingShaderProperty|Default|SPF1=2152202753|SPF2=33554465,BSLightingShaderProperty,Default,2152202753,2152202753,0x80480201,"Specular, Cast_Shadows, Screendoor_Alpha_Fade, Own_Emit, ZBuffer_Test",33554465,33554465,0x02000021,"ZBuffer_Write, Vertex_Colors, Alpha_Test",2,2,2,2,0,0,0,0,2,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Gore\GoreHumanArmL.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Gore\GoreHumanLegL.nif,,2,0
BSLightingShaderProperty|HairTint|SPF1=2353004569|SPF2=2097184,BSLightingShaderProperty,HairTint,2353004569,2353004569,0x8C400019,"Specular, Vertex_Alpha, GreyscaleToPalette_Color, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",2097184,2097184,0x00200020,"Vertex_Colors, Anisotropic_Lighting",2,2,2,2,0,0,0,0,2,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\Armor04Underarmor.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\FactionBoS09.nif,,2,0
BSLightingShaderProperty|HairTint|SPF1=2353004561|SPF2=2097184,BSLightingShaderProperty,HairTint,2353004561,2353004561,0x8C400011,"Specular, GreyscaleToPalette_Color, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",2097184,2097184,0x00200020,"Vertex_Colors, Anisotropic_Lighting",2,2,2,2,0,0,0,0,2,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\Armor05Leather.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\Workshop03.nif,,2,0
BSLightingShaderProperty|HairTint|SPF1=2151678489|SPF2=48,BSLightingShaderProperty,HairTint,2151678489,2151678489,0x80400219,"Specular, Vertex_Alpha, GreyscaleToPalette_Color, Cast_Shadows, Own_Emit, ZBuffer_Test",48,48,0x00000030,"Double_Sided, Vertex_Colors",2,2,2,2,0,0,0,0,2,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\Armor05Leather.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\LoadScreenArt\Workshop03.nif,,2,0
BSLightingShaderProperty|GlowShader|SPF1=2151744001|SPF2=65,BSLightingShaderProperty,GlowShader,2151744001,2151744001,0x80410201,"Specular, Cast_Shadows, Fire_Refraction, Own_Emit, ZBuffer_Test",65,65,0x00000041,"ZBuffer_Write, Glow_Map",2,2,2,2,0,2,0,0,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Props\Key01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Props\NukaColaBottleQuantum.nif,,2,0
BSLightingShaderProperty|EnvironmentMap|SPF1=2353005185|SPF2=33,BSLightingShaderProperty,EnvironmentMap,2353005185,2353005185,0x8C400281,"Specular, Environment_Mapping, Cast_Shadows, Own_Emit, Decal, Dynamic_Decal, ZBuffer_Test",33,33,0x00000021,"ZBuffer_Write, Vertex_Colors",2,2,2,2,0,1,0,0,1,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Traps\IEDCigarCarton.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Landscape\Roads\HighwayOverpass\HWDoubleEndCapR01.nif,,2,0
BSEffectShaderProperty|Default|SPF1=3758096498|SPF2=1073741857,BSEffectShaderProperty,Default,3758096498,3758096498,0xE0000072,"Skinned, GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, Use_Falloff, External_Emittance, Soft_Effect, ZBuffer_Test",1073741857,1073741857,0x40000021,"ZBuffer_Write, Vertex_Colors, Effect_Lighting",2,2,2,2,0,0,0,0,2,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Water\WaterFXCoastWaveCurve01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Water\WaterFXCoastWaveStr01.nif,,2,0
BSEffectShaderProperty|Default|SPF1=1610612848|SPF2=1073741873,BSEffectShaderProperty,Default,1610612848,1610612848,0x60000070,"GreyscaleToPalette_Color, GreyscaleToPalette_Alpha, Use_Falloff, External_Emittance, Soft_Effect",1073741873,1073741873,0x40000031,"ZBuffer_Write, Double_Sided, Vertex_Colors, Effect_Lighting",2,2,2,2,0,0,0,0,2,other,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Water\WaterFXFoamCircle01.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Water\WaterFXFoamStr01.nif,,2,0
BSLightingShaderProperty|Default|SPF1=2151678483|SPF2=161,BSLightingShaderProperty,Default,2151678483,2151678483,0x80400213,"Specular, Skinned, GreyscaleToPalette_Color, Cast_Shadows, Own_Emit, ZBuffer_Test",161,161,0x000000A1,"ZBuffer_Write, Vertex_Colors, Transform_Changed",2,2,2,2,0,0,2,0,0,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Deathclaw\DeathclawChameleon.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\Mirelurk\CharacterAssets\FishingNet01.nif,,2,0
BSEffectShaderProperty|Default|SPF1=2147483656|SPF2=161,BSEffectShaderProperty,Default,2147483656,2147483656,0x80000008,"Vertex_Alpha, ZBuffer_Test",161,161,0x000000A1,"ZBuffer_Write, Vertex_Colors, Transform_Changed",2,2,2,2,0,0,1,0,1,actors,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Actors\SuperMutantBehemoth\SupterMutantBehemothSwan.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Clothes\Hats\LightTorsoTest.nif,,2,0
BSLightingShaderProperty|Default|SPF1=2151678473|SPF2=41,BSLightingShaderProperty,Default,2151678473,2151678473,0x80400209,"Specular, Vertex_Alpha, Cast_Shadows, Own_Emit, ZBuffer_Test",41,41,0x00000029,"ZBuffer_Write, No_Fade, Vertex_Colors",2,2,2,2,0,2,0,0,0,architecture,C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld02FrontBrickCom01R.nif; C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Meshes\Architecture\Buildings\Bld04FrontBrickCom02RR.nif,,2,0
